date,home_team,away_team,home_elo,away_elo,elo_diff,is_neutral,is_worldcup,home_score,away_score
2012-06-12,Canada,Honduras,1580.469988731732,1432.790975707472,197.67901302426003,0,0,0,0
2012-06-12,Bahrain,Kuwait,1514.0410736921242,1547.2611633989848,-33.22008970686056,1,0,0,1
2012-06-12,Australia,Japan,1600.0962498552924,1651.0270944606075,-0.9308446053150874,0,0,1,1
2012-06-12,Antigua and Barbuda,Jamaica,1542.3667812653478,1541.759744625915,50.60703663943286,0,0,0,0
2012-06-12,Guatemala,United States,1582.9977307732474,1534.546716199006,98.45101457424153,0,0,1,1
2012-06-13,Denmark,Portugal,1640.9943499641122,1627.6457211205982,13.348628843514007,1,0,2,3
2012-06-13,Netherlands,Germany,1723.774218988814,1811.241986339017,-87.46776735020308,1,0,1,2
2012-06-14,Italy,Croatia,1634.9975365663904,1674.274817247323,-39.27728068093256,1,0,1,1
2012-06-14,Spain,Republic of Ireland,1799.7799744538356,1598.8124798478395,200.96749460599608,1,0,4,0
2012-06-15,Egypt,Central African Republic,1620.0781838671148,1471.3308498709137,198.74733399620118,0,0,2,3
2012-06-15,Algeria,Gambia,1479.1925588982629,1448.5293794411525,80.66317945711035,0,0,4,1
2012-06-15,Ukraine,France,1549.195774838868,1618.3872858208856,-19.19151098201769,0,0,0,2
2012-06-15,South Africa,Gabon,1515.7385697254908,1509.7740964165123,55.96447330897854,0,0,3,0
2012-06-15,Sweden,England,1657.3071360239223,1627.9970221302574,29.310113893664948,1,0,2,3
2012-06-16,Greece,Russia,1584.5173527559589,1666.5258487261026,-82.00849597014371,1,0,1,0
2012-06-16,Poland,Czech Republic,1541.9660551700983,1592.6110727921941,-0.6450176220957928,0,0,0,1
2012-06-16,Nigeria,Rwanda,1538.353828902476,1458.253076495762,130.10075240671404,0,0,2,0
2012-06-16,Uganda,Congo,1529.852622824211,1557.0118005052557,22.84082231895536,0,0,4,0
2012-06-16,Sierra Leone,São Tomé and Príncipe,1496.2657323430656,1496.937361689512,49.32837065355352,0,0,4,2
2012-06-16,Cameroon,Guinea-Bissau,1510.5793031852072,1415.485777708839,145.0935254763683,0,0,1,0
2012-06-16,Malawi,Chad,1508.6016827531419,1428.3453631208076,130.25631963233423,0,0,2,0
2012-06-16,Cape Verde,Madagascar,1502.9917971455752,1384.8746927240263,168.1171044215489,0,0,3,1
2012-06-16,Namibia,Liberia,1497.8180614336081,1459.9644569769182,87.85360445668994,0,0,0,0
2012-06-17,Mozambique,Tanzania,1468.5948263585194,1438.7873892227026,79.80743713581683,0,0,1,1
2012-06-17,DR Congo,Seychelles,1532.7421549165235,1419.1312018055282,163.6109531109953,0,0,3,0
2012-06-17,Zimbabwe,Burundi,1478.6455797928159,1481.088748139457,47.55683165335881,0,0,1,0
2012-06-17,Togo,Kenya,1428.6743682633053,1494.5502581480127,-15.875889884707476,0,0,1,0
2012-06-17,Portugal,Netherlands,1653.6057598421467,1704.938351569107,-51.332591726960345,1,0,2,1
2012-06-17,Denmark,Germany,1615.0343112425637,1830.0778537587241,-215.04354251616041,1,0,1,2
2012-06-17,Benin,Ethiopia,1475.9812529388994,1502.191397878614,23.78985506028539,0,0,1,1
2012-06-18,Croatia,Spain,1671.4605683079185,1822.2085334915266,-150.74796518360813,1,0,0,1
2012-06-18,Italy,Republic of Ireland,1637.811785505795,1576.3839208101485,61.42786469564635,1,0,2,0
2012-06-18,Saudi Arabia,Morocco,1520.058921176802,1537.9223002831463,32.13662089365562,0,0,4,0
2012-06-18,Yemen,Palestine,1463.1528974907146,1521.653906954266,-8.501009463551327,0,0,1,2
2012-06-19,Sweden,France,1630.2030927990427,1653.8179796778995,-23.61488687885685,1,0,2,0
2012-06-19,Ukraine,England,1513.765080981854,1655.101065355137,-91.33598437328305,0,0,0,1
2012-06-21,Czech Republic,Portugal,1617.564660096724,1682.2727926872249,-64.70813259050078,1,0,0,1
2012-06-22,Germany,Greece,1841.318026318581,1615.3111364721617,226.0068898464192,1,0,4,2
2012-06-22,Saudi Arabia,Kuwait,1528.5692298547362,1551.7845394650053,26.78469038973094,0,0,4,0
2012-06-23,Libya,Yemen,1565.700881237654,1458.2752124430624,107.4256687945915,1,0,3,1
2012-06-23,Spain,France,1836.9944074896382,1613.7730559293616,223.22135156027662,1,0,2,0
2012-06-24,Iraq,Lebanon,1596.5763476494353,1446.5199721291654,150.05637552026997,1,0,1,0
2012-06-24,England,Italy,1673.6762401641658,1668.749882152737,4.926358011428874,1,0,0,0
2012-06-25,Kuwait,Palestine,1543.13085357047,1526.5315920019182,16.59926156855181,1,0,2,0
2012-06-26,Bahrain,Yemen,1509.5176976261037,1453.0230031485185,56.4946944775852,1,0,0,2
2012-06-27,Lebanon,Sudan,1443.5544991874744,1494.920693439953,-51.366194252478635,1,0,0,2
2012-06-27,Portugal,Spain,1702.6697675998792,1853.2473717085218,-150.57760410864262,1,0,0,0
2012-06-28,Germany,Italy,1857.3677808100817,1669.1043383523684,188.26344245771338,1,0,1,2
2012-06-28,Saudi Arabia,Palestine,1537.2229157492716,1519.3896434792518,67.83327227001973,0,0,2,2
2012-06-29,Libya,Bahrain,1570.9530905321978,1500.8087974498349,70.14429308236299,1,0,2,1
2012-06-30,Sudan,Iraq,1501.3198738342846,1599.5418205911262,-98.22194675684159,1,0,1,1
2012-06-30,Central African Republic,Egypt,1494.0836971072288,1597.3253366307997,-53.24163952357094,0,0,1,1
2012-07-01,Spain,Italy,1843.043459967798,1706.464312528481,136.579147439317,1,0,4,0
2012-07-03,Saudi Arabia,Libya,1536.2589340203124,1574.9571282482289,11.301805772083526,0,0,0,2
2012-07-05,Saudi Arabia,Iraq,1528.515050946826,1598.1647845015764,-19.649733554750355,0,0,0,1
2012-07-06,Malawi,Zambia,1523.0404489559355,1621.4191406205791,-48.37869166464361,0,0,1,0
2012-07-07,British Virgin Islands,Anguilla,1400.6901204879337,1433.5122326716125,17.177887816321117,0,0,1,0
2012-07-10,South Sudan,Uganda,1500.0,1556.1313114759823,-6.131311475982329,0,0,2,2
2012-07-12,Kenya,Botswana,1478.865317533616,1515.061362222515,13.803955311100935,0,0,3,1
2012-07-13,Aruba,Curaçao,1478.1317829747013,1462.5882388312687,65.54354414343265,0,0,3,2
2012-07-13,Suriname,Bonaire,1492.738291873935,1499.499934548068,-6.7616426741331,1,0,8,0
2012-07-15,Aruba,Suriname,1482.1995681514281,1504.8443688688665,27.35519928256167,0,0,1,0
2012-07-15,Bonaire,Curaçao,1487.3938575531365,1458.5204536545418,28.873403898594688,1,0,2,9
2012-07-16,Botswana,Zimbabwe,1507.859187856725,1491.6051138360256,66.25407402069936,0,0,1,0
2012-07-17,Zimbabwe,Lesotho,1487.5471947875278,1455.4872457729464,32.059949014581434,1,0,5,3
2012-07-18,Botswana,Lesotho,1511.9171069052227,1448.6773577816712,113.23974912355152,0,0,0,0
2012-07-18,Guam,Northern Mariana Islands,1472.8490370657903,1499.3413959099644,23.507641155825922,0,0,3,1
2012-07-20,Northern Mariana Islands,Macau,1492.348076188816,1413.8392951660876,78.5087810227285,1,0,1,5
2012-07-22,Guam,Macau,1479.8423567869386,1425.2973956639146,104.544961123024,0,0,3,0
2012-08-08,Zambia,Zimbabwe,1615.7273804029135,1494.357082778803,171.37029762411044,0,0,2,1
2012-08-11,El Salvador,Guatemala,1566.455721184021,1578.857484634116,-12.401763450094904,1,0,1,0
2012-08-13,Jordan,Uzbekistan,1552.2636104455412,1566.2033897647705,36.060220680770726,0,0,0,1
2012-08-14,Burkina Faso,Togo,1487.9330624332397,1444.359308877702,43.57375355553768,1,0,3,0
2012-08-14,Liechtenstein,Andorra,1407.2466423474589,1268.620804670564,188.6258376768949,0,0,1,0
2012-08-14,San Marino,Malta,1245.249399533839,1317.5686532121417,-22.31925367830263,0,0,2,3
2012-08-15,Japan,Venezuela,1650.986906764662,1490.0950482471399,210.89185851752222,0,0,1,1
2012-08-15,Jordan,Uzbekistan,1546.7465175809284,1571.7204826293832,25.02603495154517,0,0,2,0
2012-08-15,South Korea,Zambia,1617.8985608395567,1618.443446124553,49.455114715003674,0,0,2,1
2012-08-15,Luxembourg,Georgia,1320.4821412105598,1451.9203198744065,-81.43817866384666,0,0,1,2
2012-08-15,North Macedonia,Lithuania,1416.2759632768557,1390.6432266490904,75.63273662776533,0,0,1,0
2012-08-15,Mexico,United States,1569.4725132943781,1538.6869623381374,80.78555095624074,0,0,0,1
2012-08-15,Montenegro,Latvia,1447.406399845696,1456.1472054448257,41.25919440087023,0,0,2,0
2012-08-15,Morocco,Guinea,1529.411991605212,1552.0147713848398,27.39722022037222,0,0,1,2
2012-08-15,Niger,Nigeria,1478.3524312291775,1552.801377883252,-24.44894665407446,0,0,0,0
2012-08-15,Northern Ireland,Finland,1372.1812594106875,1495.9970310887868,-73.81577167809928,0,0,3,3
2012-08-15,Sweden,Brazil,1670.2480165475806,1659.053196787177,61.19481976040356,0,0,0,3
2012-08-15,Portugal,Panama,1712.8736793406028,1633.8858460845945,128.98783325600834,0,0,2,0
2012-08-15,Puerto Rico,Spain,1503.9887972064278,1872.3855635828224,-318.3967663763947,0,0,1,2
2012-08-15,Russia,Ivory Coast,1635.7320650098998,1655.1650056038632,30.567059406036606,0,0,1,1
2012-08-15,Scotland,Australia,1523.6243205761243,1600.1364375512378,-26.512116975113486,0,0,3,1
2012-08-15,Serbia,Republic of Ireland,1489.7209150181106,1545.4458241632065,-5.724909145095808,0,0,0,0
2012-08-15,Singapore,Hong Kong,1385.4846959008837,1424.244205699778,11.240490201105786,0,0,2,0
2012-08-15,Slovenia,Romania,1506.2635563031672,1538.39291852461,17.87063777855724,0,0,4,3
2012-08-15,Iran,Tunisia,1650.109972363455,1592.3951378862587,57.71483447719629,1,0,2,2
2012-08-15,Ukraine,Czech Republic,1495.1899061728252,1597.1676851840698,-51.97777901124459,0,0,0,0
2012-08-15,Wales,Bosnia and Herzegovina,1468.531458738474,1539.7251356922075,-21.19367695373353,0,0,0,2
2012-08-15,Norway,Greece,1540.8777088712393,1599.2613819806609,-8.38367310942158,0,0,2,3
2012-08-15,Iceland,Faroe Islands,1384.8951186363126,1328.2736991544596,106.62141948185308,0,0,2,0
2012-08-15,Oman,Egypt,1526.2489942218356,1595.0445357663664,-18.795541544530806,0,0,1,1
2012-08-15,Guatemala,Paraguay,1573.6790846739275,1511.4455194151196,62.23356525880786,1,0,3,3
2012-08-15,Albania,Moldova,1419.0586528086449,1406.6411055886758,62.41754721996904,0,0,0,0
2012-08-15,Angola,Mozambique,1531.3249884123254,1465.208610694912,116.11637771741334,0,0,2,0
2012-08-15,Armenia,Belarus,1566.7302960320267,1479.6095477723645,137.12074825966215,0,0,1,2
2012-08-15,Austria,Turkey,1502.3914798046578,1548.083305131605,4.308174673052918,0,0,2,0
2012-08-15,Azerbaijan,Bahrain,1386.8820560861363,1496.8047597338038,-59.922703647667504,0,0,3,0
2012-08-15,Belgium,Netherlands,1574.4164540125778,1676.2713187240288,-51.854864711451,0,0,4,2
2012-08-15,Bolivia,Guyana,1421.8325074980953,1498.2807586468934,-26.448251148798136,0,0,2,0
2012-08-15,Bulgaria,Cyprus,1386.114077185669,1343.5535616886182,92.5605154970508,0,0,1,0
2012-08-15,Canada,Trinidad and Tobago,1572.7509969580271,1574.004863839375,-1.2538668813479035,1,0,2,0
2012-08-15,Hungary,Israel,1591.0493740877087,1502.0713644351351,138.97800965257352,0,0,1,1
2012-08-15,Botswana,Tanzania,1510.342811144818,1442.17360488631,118.16920625850798,0,0,3,3
2012-08-15,Costa Rica,Peru,1523.0909872373456,1510.9216101489765,62.169377088369174,0,0,0,1
2012-08-15,Germany,Argentina,1820.007806633969,1652.5046495178672,217.50315711610187,0,0,1,3
2012-08-15,China PR,Ghana,1607.7136190981391,1621.7094583865457,36.004160711593386,0,0,1,1
2012-08-15,Estonia,Poland,1463.173292450044,1517.0124678655684,-3.8391754155243234,0,0,1,0
2012-08-15,Equatorial Guinea,Liberia,1467.2630449038832,1463.6785774533469,53.584467450536295,0,0,1,0
2012-08-15,England,Italy,1673.3217839645345,1677.1222089134567,-3.8004249489222275,1,0,2,1
2012-08-15,France,Uruguay,1597.520091710478,1693.0840713578875,-45.5639796474095,0,0,0,0
2012-08-15,Ecuador,Chile,1522.4105443649685,1606.4151925577642,-84.00464819279568,1,0,3,0
2012-08-15,Denmark,Slovakia,1603.7941386827072,1446.5703629359793,207.22377574672782,0,0,1,3
2012-08-15,Croatia,Switzerland,1656.674694309807,1516.3195958270355,190.35509848277138,0,0,2,4
2012-08-15,El Salvador,Jamaica,1571.6341211442095,1543.9293042190254,27.704816925184105,1,0,0,2
2012-08-22,India,Syria,1453.3677069879393,1484.001865632376,19.36584135556336,0,0,2,1
2012-08-23,Maldives,Nepal,1478.0190969335094,1462.1848557729238,15.834241160585634,1,0,2,1
2012-08-24,Syria,Cameroon,1479.2802742250549,1519.6555423831308,-40.37526815807587,1,0,2,2
2012-08-25,India,Maldives,1458.0892983952604,1482.791381522226,25.29791687303441,0,0,3,0
2012-08-25,Alderney,Sealand,1437.46139295147,1492.7071799356013,-5.2457869841312,0,0,1,1
2012-08-26,Nepal,Cameroon,1457.4125711842073,1519.077097119412,-61.664525935204665,1,0,0,5
2012-08-26,Botswana,Uganda,1508.7048960532343,1556.0430839696096,2.6618120836246817,0,0,0,0
2012-08-26,Libya,Sudan,1582.7010113217152,1502.6969099238345,80.00410139788073,1,0,3,0
2012-08-27,Maldives,Syria,1474.6773739634398,1479.8587194887737,-5.181345525333882,1,0,2,1
2012-08-28,India,Nepal,1466.2033059540465,1449.1690143793176,67.03429157472897,0,0,0,0
2012-08-29,Cameroon,Maldives,1527.3206539243017,1479.751933992168,47.56871993213372,1,0,3,1
2012-08-30,Syria,Nepal,1474.7841594600454,1450.121920355865,24.662239104180344,1,0,2,0
2012-08-31,India,Cameroon,1465.250399977499,1533.8001690667336,-18.549769089234587,0,0,0,1
2012-09-02,India,Cameroon,1460.5170992487294,1538.5334697955032,-28.016370546773715,0,0,2,2
2012-09-04,Liberia,Malawi,1459.4436633059681,1528.7322091736012,-19.288545867633047,0,0,1,0
2012-09-05,Cambodia,Philippines,1455.6056242156571,1535.5452029520811,-29.939578736423982,0,0,0,0
2012-09-05,Jordan,Iran,1553.707219570022,1649.2869456415235,-45.579726071501454,0,0,0,0
2012-09-05,Martinique,British Virgin Islands,1510.3414821332774,1405.4431120486677,154.89837008460972,0,0,16,0
2012-09-05,Montserrat,Suriname,1408.7857973479822,1500.2372303665632,-91.45143301858093,1,0,1,7
2012-09-06,Sweden,China PR,1659.9725958487754,1607.197324385941,102.77527146283433,0,0,1,0
2012-09-06,Qatar,Tajikistan,1518.798443876704,1482.5682993863522,36.23014449035168,1,0,1,2
2012-09-06,Lebanon,Australia,1437.155318793143,1592.0652357570211,-104.90991696387823,0,0,0,3
2012-09-06,Japan,United Arab Emirates,1648.2768630593082,1497.5595815416466,200.7172815176616,0,0,1,0
2012-09-07,Kazakhstan,Republic of Ireland,1373.7731364001966,1545.3634435534873,-121.59030715329072,0,0,1,2
2012-09-07,Latvia,Greece,1449.533693461883,1604.1407546375399,-104.60706117565678,0,0,1,2
2012-09-07,Liechtenstein,Bosnia and Herzegovina,1409.7707090324802,1546.7682000165867,-86.99749098410643,0,0,1,8
2012-09-07,Lithuania,Slovakia,1386.7147958476753,1458.07918837999,-21.364392532314696,0,0,1,1
2012-09-07,Luxembourg,Portugal,1316.6331282946778,1717.7105001606233,-351.07737186594545,0,0,1,2
2012-09-07,Malta,Armenia,1322.2478944437953,1559.8534205022204,-187.60552605842508,0,0,0,1
2012-09-07,Martinique,Montserrat,1539.781539626998,1385.1123407670093,204.66919885998868,0,0,5,0
2012-09-07,Moldova,England,1407.5298256937742,1678.3764742947692,-220.84664860099497,0,0,0,5
2012-09-07,Montenegro,Poland,1454.0199118286384,1511.9572199386937,-7.937308110055255,0,0,2,2
2012-09-07,Solomon Islands,Tahiti,1515.7113997220479,1543.2460589650418,22.46534075700606,0,0,2,0
2012-09-07,New Caledonia,New Zealand,1541.765149360122,1490.987539561193,100.777609798929,0,0,0,2
2012-09-07,Peru,Venezuela,1516.8068711929745,1492.8050919524937,74.0017792404808,0,0,2,1
2012-09-07,Singapore,Philippines,1392.742135038386,1535.1154011256965,-92.37326608731041,0,0,0,2
2012-09-07,Slovenia,Switzerland,1511.0066037140107,1527.5616019297195,33.44500178429121,0,0,0,2
2012-09-07,Jamaica,United States,1552.026096380696,1544.829051211046,57.19704516964998,0,0,2,1
2012-09-07,Spain,Saudi Arabia,1873.7645675875722,1523.7975322234424,399.96703536412974,0,0,5,0
2012-09-07,Uzbekistan,Kuwait,1564.7597806402896,1550.2728020931363,64.48697854715329,0,0,3,0
2012-09-07,Wales,Belgium,1461.4883944140947,1583.0275930262296,-71.5391986121349,0,0,0,2
2012-09-07,Netherlands,Turkey,1667.660179710377,1540.6762997914905,176.9838799188865,0,0,2,0
2012-09-07,Iceland,Norway,1390.1631405562414,1535.9983362143603,-95.83519565811889,0,0,2,0
2012-09-07,Russia,Northern Ireland,1635.2933011374798,1373.2278536169224,312.0654475205574,0,0,2,0
2012-09-07,Guatemala,Antigua and Barbuda,1572.7929288741686,1540.1972216722372,82.59570720193142,0,0,3,1
2012-09-07,Albania,Cyprus,1418.1699327035465,1339.8549703042638,128.31496239928265,0,0,3,1
2012-09-07,Andorra,Hungary,1266.0967379855426,1589.1495827872022,-273.0528448016596,0,0,0,5
2012-09-07,Azerbaijan,Israel,1397.1263931400272,1503.9711557356416,-56.844762595614384,0,0,1,1
2012-09-07,Bermuda,Puerto Rico,1515.0786595356522,1502.609793201678,12.46886633397412,1,0,1,2
2012-09-07,Brazil,South Africa,1669.3286174859822,1523.09119580875,196.2374216772323,0,0,1,0
2012-09-07,Haiti,Saint Martin,1555.1589217502735,1485.4850914152555,119.67383033501801,0,0,7,0
2012-09-07,British Virgin Islands,Suriname,1376.003054554947,1523.910686947536,-147.907632392589,1,0,0,4
2012-09-07,Bulgaria,Italy,1389.8126685700233,1672.067518583222,-232.25485001319862,0,0,2,2
2012-09-07,Canada,Panama,1580.278063732921,1629.049025264574,1.229038468346971,0,0,1,0
2012-09-07,Argentina,Paraguay,1664.169464316318,1512.3316752148785,201.8377891014395,0,0,3,1
2012-09-07,Costa Rica,Mexico,1517.2057261933476,1563.3304244214696,3.8753017718779574,0,0,0,2
2012-09-07,Croatia,North Macedonia,1645.432688207123,1420.2043940782708,275.2282941288522,0,0,1,0
2012-09-07,Cuba,Honduras,1462.5750129768858,1440.5099674811768,72.065045495709,0,0,0,3
2012-09-07,Ecuador,Bolivia,1533.2358769790774,1429.902338615178,153.33353836389938,0,0,1,0
2012-09-07,El Salvador,Guyana,1563.537328982539,1490.2109275298108,123.3264014527283,0,0,2,2
2012-09-07,Estonia,Romania,1468.2285403769188,1533.6498711137665,-15.421330736847722,0,0,0,2
2012-09-07,Finland,France,1494.950436882552,1598.1720766097408,-53.22163972718886,0,0,0,1
2012-09-07,Georgia,Belarus,1455.7693327902884,1486.4864233021708,19.28290948811764,0,0,1,0
2012-09-07,Germany,Faroe Islands,1808.3429918355182,1323.0056772345308,535.3373146009874,0,0,3,0
2012-09-07,Colombia,Uruguay,1543.2757210813725,1692.4320864586248,-99.15636537725231,0,0,4,0
2012-09-08,Saint Barthélemy,Guadeloupe,1493.0885571575625,1545.7033528617785,-2.6147957042160215,0,0,1,8
2012-09-08,Central African Republic,Burkina Faso,1496.364497971662,1495.5913957897644,50.773102181897684,0,0,1,0
2012-09-08,Gabon,Togo,1502.4214703332532,1436.7009755211773,115.72049481207591,0,0,1,1
2012-09-08,Ivory Coast,Senegal,1655.603769476283,1577.9997454712013,127.60402400508178,0,0,4,2
2012-09-08,Sudan,Ethiopia,1495.926902279495,1503.2168863133497,42.71001596614519,0,0,5,3
2012-09-08,Sierra Leone,Tunisia,1515.592510127348,1593.2181646081901,-27.62565448084206,0,0,2,2
2012-09-08,Ghana,Malawi,1622.2257530987438,1523.454909517274,148.77084358146976,0,0,2,0
2012-09-08,Zambia,Uganda,1614.1503942392208,1556.0813897753014,108.06900446391933,0,0,1,0
2012-09-08,Liberia,Nigeria,1464.7209629622953,1552.4501088823856,-37.72914592009033,0,0,2,2
2012-09-08,Mali,Botswana,1522.1556827204524,1508.6665902475424,63.48909247290999,0,0,3,0
2012-09-08,Scotland,Serbia,1531.695522370341,1489.8032956278298,91.89222674251118,0,0,0,0
2012-09-08,Denmark,Czech Republic,1592.2853132386965,1596.4251958784962,45.86011736020032,0,0,0,0
2012-09-08,Cape Verde,Cameroon,1515.3815228314409,1538.1311534455688,27.25036938587209,0,0,2,0
2012-09-09,Guinea,Niger,1557.4082338733642,1478.7037002300438,128.70453364332047,0,0,1,0
2012-09-09,DR Congo,Equatorial Guinea,1547.470126192715,1471.497959051262,125.97216714145316,0,0,4,0
2012-09-09,Libya,Algeria,1589.4710189660548,1499.4553562378117,90.01566272824311,1,0,0,1
2012-09-09,Mozambique,Morocco,1460.1258485621006,1524.0185291166877,-13.89268055458706,0,0,2,0
2012-09-09,Haiti,Bermuda,1577.722705368984,1499.540566298826,128.18213907015797,0,0,3,1
2012-09-09,Puerto Rico,Saint Martin,1518.1478864385042,1462.921307796545,55.22657864195912,1,0,9,0
2012-09-09,Martinique,Suriname,1553.904416655687,1540.7369780564218,63.167438599265324,0,0,2,2
2012-09-09,Zimbabwe,Angola,1491.6410170571635,1536.4077505451369,5.233266512026603,0,0,3,1
2012-09-09,British Virgin Islands,Montserrat,1359.1767634460616,1370.9894637383202,-11.812700292258569,1,0,0,7
2012-09-10,Brazil,China PR,1671.7709050973024,1603.6346966438878,118.13620845341461,0,0,8,0
2012-09-10,Indonesia,North Korea,1409.3557714563817,1516.4492610030443,-57.09348954666257,0,0,0,2
2012-09-10,Laos,Philippines,1447.1573892980164,1540.6670569953105,-43.50966769729416,0,0,2,1
2012-09-11,Portugal,Azerbaijan,1721.2210811979082,1399.558912082593,371.66216911531524,0,0,3,0
2012-09-11,Poland,Moldova,1511.6145984053103,1394.3876918463945,167.22690655891574,0,0,2,0
2012-09-11,Peru,Argentina,1528.6594106987957,1674.8941951514682,-96.23478445267256,0,0,1,1
2012-09-11,Paraguay,Venezuela,1501.6069443797282,1480.9525524466726,70.65439193305565,0,0,0,2
2012-09-11,Northern Ireland,Luxembourg,1366.8247723142754,1313.1225472573929,103.70222505688253,0,0,1,1
2012-09-11,Norway,Slovenia,1507.4447850759575,1486.3473639039564,71.09742117200108,0,0,2,1
2012-09-11,Romania,Andorra,1555.151837895119,1255.7792999186902,349.3725379764287,0,0,4,0
2012-09-11,New Zealand,Solomon Islands,1519.8368418207863,1536.7585638246283,33.07827799615802,0,0,6,1
2012-09-11,Uzbekistan,South Korea,1571.9041033346246,1622.191612724889,-0.2875093902644039,0,0,2,2
2012-09-11,Panama,Canada,1614.1020868992923,1595.2250020982028,68.8770848010895,0,0,2,0
2012-09-11,San Marino,Montenegro,1240.5701583021855,1454.3625333620218,-163.79237505983633,0,0,0,6
2012-09-11,South Africa,Mozambique,1520.6489081974298,1483.5250622108506,87.12384598657923,0,0,2,0
2012-09-11,Serbia,Wales,1493.6806103376448,1443.556905020346,100.1237053172988,0,0,6,1
2012-09-11,Slovakia,Liechtenstein,1457.1579742227414,1384.2993681867208,122.85860603602055,0,0,2,0
2012-09-11,Saint Martin,Bermuda,1431.3324144900494,1484.9844683726717,-53.65205388262234,1,0,0,8
2012-09-11,Sweden,Kazakhstan,1663.5352235908288,1363.8183044400364,349.71691915079236,0,0,2,0
2012-09-11,Switzerland,Albania,1552.2208417397737,1432.7185022035594,169.50233953621432,0,0,2,0
2012-09-11,Tahiti,New Caledonia,1522.1988948624614,1512.9158471005287,59.28304776193272,0,0,0,4
2012-09-11,Turkey,Estonia,1528.739554983041,1446.7265735955664,132.0129813874746,0,0,3,0
2012-09-11,United Arab Emirates,Kuwait,1495.1645794579194,1543.1284793988013,2.036100059118098,0,0,3,0
2012-09-11,Uruguay,Ecuador,1656.491406272133,1542.0146903845734,164.47671588755952,0,0,1,1
2012-09-11,United States,Jamaica,1532.2763769953538,1564.578770596388,17.697606398965718,0,0,1,0
2012-09-11,Mexico,Costa Rica,1586.0813793543364,1494.4547712604808,141.62660809385557,0,0,1,0
2012-09-11,Scotland,North Macedonia,1527.818207660526,1415.0989487837362,162.7192588767898,0,0,1,1
2012-09-11,Malaysia,Vietnam,1483.0138702319891,1507.8531938500305,25.160676381958638,0,0,0,2
2012-09-11,Jordan,Australia,1554.3594272241053,1598.2506046577294,6.10882256637592,0,0,2,1
2012-09-11,Lebanon,Iran,1430.9699498924347,1648.6347379874403,-167.66478809500563,0,0,1,0
2012-09-11,Antigua and Barbuda,Guatemala,1522.9475983834475,1590.0425521629584,-17.094953779510888,0,0,0,1
2012-09-11,Austria,Germany,1509.7984851447723,1810.6461973817043,-250.847712236932,0,0,1,2
2012-09-11,Belgium,Croatia,1600.9590824199784,1650.5381335016575,0.42094891832084613,0,0,1,1
2012-09-11,Bosnia and Herzegovina,Latvia,1572.239540862346,1438.9182488071203,183.32129205522574,0,0,4,1
2012-09-11,Bulgaria,Armenia,1398.5723872444946,1567.4589176866077,-118.8865304421131,0,0,1,0
2012-09-11,Myanmar,Singapore,1407.1704257692916,1387.190479168772,69.9799466005195,0,0,1,1
2012-09-11,Cyprus,Iceland,1325.3064008042509,1418.7166916946442,-43.4102908903933,0,0,1,0
2012-09-11,Czech Republic,Finland,1598.393717076258,1482.2303942423955,166.1633228338626,0,0,0,1
2012-09-11,England,Ukraine,1691.5186081421489,1495.9323954783988,245.58621266375008,0,0,1,1
2012-09-11,France,Belarus,1610.8921192498972,1472.3180796773422,188.57403957255497,0,0,3,1
2012-09-11,Chile,Colombia,1595.5898599436553,1579.2164012678643,66.37345867579097,0,0,1,3
2012-09-11,Georgia,Spain,1469.937676415117,1875.5830630824967,-355.6453866673796,0,0,0,1
2012-09-11,Gabon,Saudi Arabia,1497.6023164426683,1521.979036728518,-24.376720285849615,1,0,1,0
2012-09-11,Italy,Malta,1663.3077999087507,1314.642397259408,398.6654026493427,0,0,2,0
2012-09-11,Israel,Russia,1501.5386367930757,1641.6963824401269,-90.15774564705112,0,0,0,4
2012-09-11,Republic of Ireland,Oman,1555.3182755136474,1526.5192202462372,28.799055267410267,1,0,4,1
2012-09-11,Hungary,Netherlands,1599.4670208540547,1679.5969245188264,-30.129903664771746,0,0,1,4
2012-09-11,Japan,Iraq,1650.6718651430353,1602.88230322496,97.78956191807538,0,0,1,0
2012-09-11,Haiti,Puerto Rico,1592.2788032951382,1549.736779745,92.54202355013831,0,0,2,1
2012-09-11,Guyana,El Salvador,1495.3224574197702,1558.4257990925796,-13.103341672809393,0,0,2,3
2012-09-11,Greece,Lithuania,1614.7561992923027,1387.636010004924,277.1201892873787,0,0,2,0
2012-09-11,Honduras,Cuba,1472.1279764593394,1430.9570039987232,91.17097246061621,0,0,1,0
2012-09-11,Liberia,Ghana,1466.3434882701304,1635.6399529894238,-119.29646471929345,0,0,2,0
2012-09-12,Thailand,Laos,1469.1359578387421,1452.7802908736708,66.35566696507135,0,0,2,1
2012-09-16,French Guiana,Haiti,1502.3059408236627,1603.3753217337767,-51.06938091011398,0,0,1,2
2012-09-19,Brazil,Argentina,1679.7568635896546,1670.8424964940348,58.91436709561981,0,0,2,1
2012-09-20,Nepal,Bangladesh,1443.1534052217437,1473.7255185709844,19.42788665075932,0,0,1,1
2012-09-22,Martinique,New Caledonia,1551.2069158334543,1545.793787521501,5.413128311953415,1,0,2,0
2012-09-22,Guadeloupe,Saint Pierre and Miquelon,1556.8686871063883,1465.8210452110397,91.04764189534853,1,0,13,0
